x,y,z,type,volume
-269.0998128290803,-47.044379828445074,0,granulosa,421.1550809723521
233.48329994282824,-41.022333902972434,0,granulosa,1426.9065710796297
-284.65370213644394,-107.57235271004623,0,granulosa,799.6515428430483
-127.43763189338867,-60.87171877997437,0,granulosa,707.9626763526664
287.9651472043463,-55.04872802987107,0,granulosa,334.4857346723358
-181.36052523739698,-43.4958132021023,0,granulosa,475.32422790492075
-93.82956860611824,-89.18038790793673,0,granulosa,989.5998824536912
77.45787161919634,56.94502415515319,0,granulosa,384.6132837284399
119.25237352845511,-42.76226546993297,0,granulosa,287.1871255058635
234.7479226349178,97.67554517946911,0,granulosa,701.527440546249
91.95889176431126,20.18125167690974,0,granulosa,371.24479199806774
-170.50668018261294,-50.74895382051123,0,granulosa,853.8954598860843
194.04454156787676,55.55022685062565,0,granulosa,767.354537433102
-200.67823940936802,-99.95787776856193,0,granulosa,719.5675337618578
-147.926663935882,-50.29197934637129,0,granulosa,720.7681869728708
-42.61017591926657,97.23206142642414,0,granulosa,825.3493504218451
-13.000383800982718,-112.69798073981379,0,granulosa,504.9563597126794
54.56495549132586,-102.3851206938006,0,granulosa,281.5616476976581
-248.40733127879128,-52.41843619728806,0,granulosa,471.7157818504532
15.487049312582315,-21.955385202470097,0,granulosa,1184.8561846685602
-198.04143451800988,100.52407573541265,0,granulosa,1185.9242851377894
-278.86170153891345,-134.39726043737264,0,granulosa,320.11856133478375
73.52932576296178,-98.2700955568579,0,granulosa,458.00587949002374
-90.5439956560623,107.85394309538987,0,granulosa,551.6293370510025
96.00543071090624,-69.35506727890078,0,granulosa,527.6252004157838
269.1751252171275,-85.66182530301462,0,granulosa,927.9317895772577
31.18170942019816,39.83893749612264,0,granulosa,1153.9185209139005
-243.9913710996739,94.89901389415567,0,granulosa,1029.7875243295284
223.23414803816445,94.84526139487375,0,granulosa,1040.5525557259336
-182.93365777002583,-115.75536258837893,0,granulosa,652.4393228194397
268.69519688753246,-41.20612189391822,0,granulosa,1273.8163341298289
244.86990686920558,-139.81891227820142,0,granulosa,1307.3423061354224
259.7530004883747,-59.32066649726944,0,granulosa,430.091497335999
-100.97214036914812,-21.508512889425845,0,granulosa,332.40797430080306
-170.56543150300644,76.2305083030189,0,granulosa,1145.8264023771721
6.080281414902174,62.99388454336986,0,granulosa,951.1836929043873
-152.7665250149907,22.59682091136409,0,granulosa,453.3775607802192
-97.39026713367412,46.03136486841666,0,granulosa,335.63187137194785
59.405940823094056,-50.566820887512094,0,granulosa,312.51719849566916
-173.85012983750872,-36.62745415933945,0,granulosa,592.0356628229915
-180.33252845212127,19.365790933089528,0,granulosa,1007.6666855392094
60.3752262123337,79.1149287076208,0,granulosa,948.1838121200209
-143.3747556002197,127.75211226308522,0,granulosa,744.9897332410311
-111.29923482093821,113.94402649648987,0,granulosa,1120.9735985086202
-264.54739900394645,62.23804059730108,0,granulosa,537.1926084441794
-179.112136993354,39.871994472045316,0,granulosa,1432.5553012994983
92.91249180737219,-36.682194030362155,0,granulosa,897.2576934746376
197.66005313149537,-20.392362290654262,0,granulosa,1370.7694006084014
-95.37501357565645,23.684271409060244,0,granulosa,403.84347070321496
-53.113377005619014,5.71705016244519,0,granulosa,717.2836940425473
-289.4538642059406,-129.40378237662833,0,granulosa,1033.6496440456963
-284.49674303200595,95.91925714002281,0,granulosa,1309.4525102032892
-174.75408464388047,57.8286605062288,0,granulosa,1418.8396499625014
-31.128890158712636,57.231614077237225,0,granulosa,308.64856188519127
-204.79747359161365,-69.8133152602431,0,granulosa,412.6018867732977
241.31814388527812,4.802572106709249,0,granulosa,562.3476667471076
-40.63685930183982,125.01274927542067,0,granulosa,778.1013278628101
-130.92520028237342,19.463233645584864,0,granulosa,892.1614236090616
-248.97776142515653,84.15649353108424,0,granulosa,995.9446008604114
75.29737441634802,113.16892698942968,0,granulosa,809.4704463001316
-210.8667926327339,143.2054340389596,0,granulosa,1032.095928949355
-67.36079323335576,101.24980051457959,0,granulosa,467.9238772660249
-70.94110807058067,-59.718808395737625,0,granulosa,469.62953237153533
-239.77204102681372,-111.09825167989331,0,granulosa,574.9850388786622
-79.08360282745554,88.28415543223124,0,granulosa,596.1089637961813
-19.32269140866896,-68.26119239958511,0,granulosa,392.6480265836186
-175.06205898440646,128.36008728781115,0,granulosa,738.9635904834463
273.6902018561682,47.545956938083975,0,granulosa,356.91886506383247
-100.22410251923222,32.65919306273693,0,granulosa,270.80486729675573
41.92777872937029,-141.6520496026905,0,granulosa,469.3320236256832
-118.75666540200177,-124.02905078021482,0,granulosa,342.21542015335814
-3.3608276900232568,-83.42256964690456,0,granulosa,419.98649725678075
-185.37412771187513,94.90728318378737,0,granulosa,274.63663655082223
-261.95819192331544,23.488176562539792,0,granulosa,1025.1308232894778
71.06491413539226,-58.37706175351714,0,granulosa,455.6259415152726
197.13136418991485,134.90379829090278,0,granulosa,377.83965049587374
271.5276062622287,-68.14501153779227,0,granulosa,1086.8916774147679
197.01075490851025,-137.51470595462501,0,granulosa,1069.6425398797276
-229.635688808084,31.994835603079053,0,granulosa,642.4546573654065
286.8893060292388,-8.56366104300858,0,granulosa,745.2747327034557
-198.79755925961248,87.40132041244141,0,granulosa,814.4328933675489
-132.43078953990718,87.72618130939605,0,granulosa,820.7339808786978
277.5357240213127,76.6704507830087,0,granulosa,811.9722652493574
-218.62610788766222,-33.63218541126162,0,granulosa,538.7646410958756
-108.72937707440451,52.81921090651113,0,granulosa,402.75864296158153
27.996621676135476,-65.52166955698996,0,granulosa,1141.5926289139127
-200.36217392245072,-31.57590915216801,0,granulosa,1143.233368331959
-58.61237479836069,-41.86976633890811,0,granulosa,1062.8759319075043
17.83108121594637,15.405359439791738,0,granulosa,1022.8243429660157
-180.6564645480317,-140.51429401350754,0,granulosa,1138.2935650130064
277.813443533895,-36.60212712869762,0,granulosa,521.5607341047837
-173.96255088432426,-130.62398790708716,0,granulosa,317.1644068763234
-240.9243925571934,14.45030562410247,0,granulosa,352.9077220353183
292.7575355863946,-44.64042381433684,0,granulosa,508.2174827250133
273.6674921663413,-94.91968229568153,0,granulosa,504.56208501341445
-286.610541018169,-93.18541990420806,0,granulosa,380.9333794958545
-293.93286801663885,-72.25885253582692,0,granulosa,463.1200953967635
51.78607760122719,125.43277643684809,0,granulosa,1017.7042101980184
247.914424536689,123.85523595736635,0,granulosa,330.0549053556299
-107.51395053547597,-65.2827478008395,0,granulosa,685.6018688922743
153.6609123176239,50.11541873963472,0,granulosa,907.4120544865335
159.88100257373384,24.707839410243366,0,granulosa,721.3020008716571
-146.65077897489263,88.84660333451359,0,granulosa,1435.8969343689073
-134.441857198613,-35.110198445435614,0,granulosa,712.8021970866943
-7.01826677916398,132.12091528883678,0,granulosa,285.8835415507922
165.86491348709933,89.73993257671006,0,granulosa,819.9657967082297
113.5461680607059,-54.12227196592876,0,granulosa,293.99989065076477
40.41981593818906,-75.3103707233174,0,granulosa,816.7718254136408
-60.36771401885625,-81.24520049557019,0,granulosa,1011.3129158021056
81.53428979917612,-68.2420865544584,0,granulosa,525.1880930671867
124.47373287987631,-142.07059260812605,0,granulosa,504.76971576297086
-99.5841833366647,10.546323893195051,0,granulosa,1326.912609179998
-58.935120613010724,42.301925554795474,0,granulosa,484.9886887004094
-160.39396935311746,-125.7768816606401,0,granulosa,522.5005553786243
-223.51968954212415,-73.10048587973972,0,granulosa,1162.8797506741873
153.90909384680282,111.22788814583646,0,granulosa,437.1807667982703
-92.25998197617366,-76.07341831342477,0,granulosa,630.3626349709828
-68.48507216186837,145.03626801534057,0,granulosa,360.4971687340631
256.18452613835996,87.48918644373202,0,granulosa,452.9341106851433
-89.99661246325695,-25.899830517580213,0,granulosa,834.3952531877655
145.30168337568534,7.893241797066452,0,granulosa,351.523368483666
86.04660570167346,107.50425518260079,0,granulosa,528.2892942441202
289.40426963682717,-126.98306927715424,0,granulosa,951.827625293753
30.808917523138348,-45.77024495560758,0,granulosa,378.62031023875767
-215.25793032052533,2.552439566703441,0,granulosa,470.7409613660797
163.1902789261677,3.140316429593611,0,granulosa,512.9664061113335
-103.49351205014761,-28.798091041568924,0,granulosa,474.6999687530048
17.394808920151945,-34.83155133831387,0,granulosa,835.0033654528497
94.26762885576147,-109.93649470643864,0,granulosa,343.98609178887506
-216.51364422088287,39.22232982889457,0,granulosa,467.1386636579833
200.36022183193228,41.062525854174254,0,granulosa,954.0271946986466
-48.42451052061901,-37.4696365121696,0,granulosa,328.9686352281534
-33.63600758962025,-125.29729420764282,0,granulosa,1267.298773813815
43.32724396510696,-22.416255960776382,0,granulosa,279.74109298953886
-68.41248976023778,-100.68419240749667,0,granulosa,1198.8871536150139
13.684811276284734,-142.14161288423503,0,granulosa,398.70959878010365
-237.48190054436736,106.68565764255766,0,granulosa,333.5286045693599
-91.85902092947521,-144.1080679073242,0,granulosa,375.63314848796887
-4.074235812022778,-26.57440251750559,0,granulosa,859.7157535448172
